,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,date
612,"1.5 Ton 3 Star Inverter Split AC (Copper, AR18AY3ZBUS, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41SOKsVTPuL._AC_UL320_.jpg,https://www.amazon.in/Inverter-Split-Copper-AR18AY3ZBUS-White/dp/B09XKG819S/ref=sr_1_619?qid=1679134269&s=kitchen&sr=1-619,,,,,1/17/2023
613,"1.5 Ton 4 Star Inverter Split AC (Copper, AR18AY4ZAPGNNNA, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41+zn18q7cL._AC_UL320_.jpg,https://www.amazon.in/Inverter-Split-Copper-AR18AY4ZAPGNNNA-White/dp/B09XKG4TSV/ref=sr_1_620?qid=1679134269&s=kitchen&sr=1-620,,,,,1/18/2023
614,"Panasonic 1.5 Ton 4 Star Auto Convertible Twin-Cool Inverter Split Air Conditioner (Copper, Auto Convertible, 2022 Model, ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31RUA+s+qqL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-Conditioner-CS-CU-KU18YKY4-1/dp/B09X5YNKLW/ref=sr_1_621?qid=1679134269&s=kitchen&sr=1-621,,,,,1/19/2023
615,SPLIT AC - 1.8TR HITACHI SHIZEN 3100S INVERTER - R32 - RMQG322HFEOZ1,appliances,Air Conditioners,https://m.media-amazon.com/images/I/417b-AztnjL._AC_UL320_.jpg,https://www.amazon.in/SPLIT-AC-HITACHI-INVERTER-RMQG322HFEOZ1/dp/B09WDSZSBQ/ref=sr_1_622?qid=1679134269&s=kitchen&sr=1-622,,,"₹47,000","₹69,600",1/20/2023
616,Daikin 1.5 Ton 3 Star Inverter Split AC (F/A/DTKL50U),appliances,Air Conditioners,https://m.media-amazon.com/images/I/11JbiJKkSsL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Star-Inverter-Split-DTKL50U/dp/B09W8Y843M/ref=sr_1_623?qid=1679134269&s=kitchen&sr=1-623,,,"₹41,690","₹58,400",1/21/2023
617,"Carrier 1.0 Ton 5 Star Emperia CXI Inverter Split AC (12 K CAI12EN5R30W1, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/414ULASteYL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Emperia-Inverter-Split-CAI12EN5R30W1/dp/B09W29V8RK/ref=sr_1_624?qid=1679134269&s=kitchen&sr=1-624,,,"₹39,990","₹59,990",1/22/2023
618,"LG 1.5 Ton 5 Star AI Convertible 6-in-1 Anti Virus Protection Split AC (PS-Q19ENZE, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31rnDvY+20L._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Virus-Protection-PS-Q19ENZE/dp/B09W294SY8/ref=sr_1_625?qid=1679134269&s=kitchen&sr=1-625,,,"₹45,990","₹79,990",1/23/2023
619,"Carrier 1.0 Ton 3 Star Emperia CXI Inverter Split AC (CAI12EN3R39F0+CI123R3CH90, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41xiz1NajYL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Emperia-Inverter-CAI12EN3R39F0-CI123R3CH90/dp/B09W27SDQR/ref=sr_1_626?qid=1679134269&s=kitchen&sr=1-626,,,,,1/24/2023
620,"LG 1.5 Ton 5 Star Super Convertible 5-in-1, Anti Virus Protection Split AC (PS-Q19BNZE, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31rnDvY+20L._AC_UL320_.jpg,https://www.amazon.in/LG-Super-Convertible-Protection-PS-Q19BNZE/dp/B09VLF46M7/ref=sr_1_627?qid=1679134269&s=kitchen&sr=1-627,,,,,1/25/2023
621,"Samsung 1.5 Ton 5 Star Convertible 5 in 1 Inverter Split AC (AR18BY5YAWK, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51TmvpOjB9L._AC_UL320_.jpg,https://www.amazon.in/Samsung-Convertible-Inverter-Split-AR18BY5YAWK/dp/B09VLDYKZM/ref=sr_1_628_mod_primary_new?qid=1679134269&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-628,,,"₹43,490","₹65,990",1/26/2023
622,"LG 1.5 Ton 2 Star Inverter Split AC (1.5TPSQ18TNVE2S, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/515aDAJMLkL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-1-5TPSQ18TNVE2S-White/dp/B09VLB4JWQ/ref=sr_1_629?qid=1679134269&s=kitchen&sr=1-629,,,,,1/27/2023
623,Voltas Split Air Conditioner 1.5 Ton,appliances,Air Conditioners,https://m.media-amazon.com/images/I/21Plyj6H6rL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Air-Conditioner-1-5/dp/B09VH1LR1Z/ref=sr_1_630?qid=1679134269&s=kitchen&sr=1-630,,,"₹34,495","₹61,990",1/28/2023
624,"BMWB 1.1 Ton 3 Star Split AC (Copper Condenser, ASGA12BMWB-B, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31Rkq-jITpL._AC_UL320_.jpg,https://www.amazon.in/Split-Copper-Condenser-ASGA12BMWB-B-White/dp/B09VDPWZWC/ref=sr_1_628?qid=1679134271&s=kitchen&sr=1-628,,,"₹39,990","₹46,320",1/29/2023
625,"Lloyd 1.5 Ton 3 Star Window AC - White (LW18B32WAET, Copper Condenser)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71tewQ9Wk3L._AC_UL320_.jpg,https://www.amazon.in/Lloyd-1-5-Ton-Star-Window/dp/B09TYYK62W/ref=sr_1_629?qid=1679134271&s=kitchen&sr=1-629,,,,,1/30/2023
626,"1 Ton 3 Star Twin Inverter Split Fastcool Silver Series AC (Copper, PM 0.3 Filter, IACI12SA3G3C, 2021 Model, Ivory Matte)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51j7fsFU6yL._AC_UL320_.jpg,https://www.amazon.in/Inverter-Fastcool-Silver-Copper-IACI12SA3G3C/dp/B09TYVFMVV/ref=sr_1_630?qid=1679134271&s=kitchen&sr=1-630,,,,,1/31/2023
627,VOLTAS 36CZV Split Ac 3.0 Ton MEGA HI-WALL MEGA SPLIT AC,appliances,Air Conditioners,https://m.media-amazon.com/images/I/411eP4+vBTL._AC_UL320_.jpg,https://www.amazon.in/VOLTAS-36CZV-Split-HI-WALL-SPLIT/dp/B09TYNZH85/ref=sr_1_631?qid=1679134271&s=kitchen&sr=1-631,,,,,2/1/2023
628,"Panasonic 1.5 Ton 5 Star CS/CU-ZU18YKY Inverter Split AC 2022 Model,",appliances,Air Conditioners,https://m.media-amazon.com/images/I/512nPgRsh3L._AC_UL320_.jpg,https://www.amazon.in/Panasonic-CS-CU-ZU18YKY-Inverter-Split/dp/B09TJLSJFY/ref=sr_1_632?qid=1679134271&s=kitchen&sr=1-632,,,,,2/2/2023
629,"Panasonic 1.0 Ton 3 Star Copper CS/CU-KN12YKY (R-32) Split AC (White) 2022 Model,",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31MISDskUVL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Copper-CS-CU-KN12YKY-Split/dp/B09TJH6WN2/ref=sr_1_633?qid=1679134271&s=kitchen&sr=1-633,,,,,2/3/2023
630,Daikin Split AC 2.0TON 5-Star JTKJ60 Series (2022),appliances,Air Conditioners,https://m.media-amazon.com/images/I/21A8Q3ucwfL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Split-2-0TON-5-Star-JTKJ60/dp/B09SWHW7XL/ref=sr_1_634?qid=1679134271&s=kitchen&sr=1-634,,,,,2/4/2023
631,Daikin Split AC 1.0Ton FTKM35 Serious. (2022),appliances,Air Conditioners,https://m.media-amazon.com/images/I/21zZv6W+xsL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Split-1-0Ton-FTKM35-Serious/dp/B09SWHSSVT/ref=sr_1_635?qid=1679134271&s=kitchen&sr=1-635,,,,,2/5/2023
632,Daikin Split AC 1.0 TON GTL35 Serious (2022) Without kit,appliances,Air Conditioners,https://m.media-amazon.com/images/I/113-tMdhWYL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Split-GTL35-Serious-Without/dp/B09SWHGLC6/ref=sr_1_636?qid=1679134271&s=kitchen&sr=1-636,,,,,2/6/2023
633,Daikin Split AC 2.0Ton 2- Star FTQ60 Serous. (2022),appliances,Air Conditioners,https://m.media-amazon.com/images/I/21IqOh8bBuL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Split-2-0Ton-FTQ60-Serous/dp/B09SWGGLBV/ref=sr_1_637?qid=1679134271&s=kitchen&sr=1-637,,,,,2/7/2023
634,"Haier Frost Clean Inverter Split AC with 5 in 1 Easy convertible (1 Ton, 4 Star Rating, White), HSU12C-TTB4B(INV)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/4106MATvt4L._AC_UL320_.jpg,https://www.amazon.in/Haier-Inverter-convertible-HSU12C-TTB4B-INV/dp/B09SP6VST1/ref=sr_1_638?qid=1679134271&s=kitchen&sr=1-638,,,"₹34,500","₹61,990",2/8/2023
635,"LG 1.5 Ton 5 Star Dual Inverter AI Convertible 6-in-1 Split AC (PS-Q19GNZE, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/410siDxHQ1L._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-Split-PS-Q19GNZE/dp/B09SD4J868/ref=sr_1_639?qid=1679134271&s=kitchen&sr=1-639,,,,,2/9/2023
636,"LG 1.0 Ton 4 Star Dual Inverter Super Convertible 5-in-1 Split AC (PS-Q13ENYE, Anti-Virus Filter, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/515b3hKTnDL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-PS-Q13ENYE-Anti-Virus/dp/B09SCR5KR5/ref=sr_1_643?qid=1679134271&s=kitchen&sr=1-643,,,,,2/10/2023
637,"Blue Star 1.5 Ton 3 Star Inverter Split AC (Copper, Convertible 4-in-1 Cooling Mode, 2022 Model, IA319VCU, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/314UYJOgFvL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Inverter-IA319VCU-Matt-Gloss/dp/B09RFDKSVF/ref=sr_1_644?qid=1679134271&s=kitchen&sr=1-644,,,"₹49,590","₹69,000",2/11/2023
638,"Blue Star 1.5 Tr 3 Star Inverter Split AC (Copper, IA318ONU, 2022, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51ottWEHhvL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Inverter-Copper-IA318ONU/dp/B09RFBTF8T/ref=sr_1_645?qid=1679134271&s=kitchen&sr=1-645,,,,,2/12/2023
639,"Blue Star 1.5 Tr 3 Star Fixed Speed Split AC (Copper, FA318YLU, 2022, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31Tci462W1L._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Fixed-Copper-FA318YLU/dp/B09RDVMV9Z/ref=sr_1_646?qid=1679134271&s=kitchen&sr=1-646,Get,Only 1 left in stock.,"₹39,990","₹52,500",2/13/2023
640,"Portable Air Conditioner, USB Powered Personal Air Cooler, 3 Speeds Mini Fan Air Cooler apply to Learning Bedroom Office H...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71-kXTaRwwL._AC_UL320_.jpg,https://www.amazon.in/Portable-Conditioner-Powered-Personal-Learning/dp/B09PYJ77L3/ref=sr_1_647?qid=1679134271&s=kitchen&sr=1-647,,,,,2/14/2023
641,1.5 Ton 3 Star Inverter Split AC (Copper) 2.5 Filter PM (White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/41ulW+UzwCL._AC_UL320_.jpg,https://www.amazon.in/Inverter-Split-Copper-Filter-White/dp/B09PL51BGL/ref=sr_1_648?qid=1679134271&s=kitchen&sr=1-648,,,,,2/15/2023
642,"Portable Air Conditioner Fan - Personal Air Conditioner with Icebox, Personal Air Cooler 3 Speeds, Evaporative Air Cooler ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/612JaH4CxwL._AC_UL320_.jpg,https://www.amazon.in/Portable-Air-Conditioner-Fan-Evaporative/dp/B09MTBPCX2/ref=sr_1_649?qid=1679134271&s=kitchen&sr=1-649,3,312,,"₹4,999",2/16/2023
643,"Daikin 1.8 Ton 3 Star Inverter Split AC (Copper DTKL60, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61+ky9zVBZL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Split-Copper-DTKL60/dp/B09J3SB3L1/ref=sr_1_650?qid=1679134271&s=kitchen&sr=1-650,Get,Only 1 left in stock.,"₹54,590","₹72,900",2/17/2023
644,"Voltas 1.5 Ton 3 Star Split Inverter Air Conditioner (183VCZP, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31u-sxMuEHL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Split-Inverter-Conditioner-183VCZP/dp/B09HKW5PHC/ref=sr_1_651?qid=1679134271&s=kitchen&sr=1-651,5,1,"₹36,490","₹59,990",2/18/2023
645,"Voltas 241 CZMM 2 TON Slimline AC, R-32",appliances,Air Conditioners,https://m.media-amazon.com/images/I/21bdLxbkqXL._AC_UL320_.jpg,https://www.amazon.in/Voltas-241-CZMM-Slimline-R-32/dp/B09F9QVDYD/ref=sr_1_652?qid=1679134271&s=kitchen&sr=1-652,,,"₹76,890","₹92,990",2/19/2023
646,"Panasonic 1.5 Ton 3 Star Inverter Split AC (CS/CU-KU18XKYTF, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/21JTNF4GaWL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Inverter-Split-CU-KU18XKYTF-White/dp/B09CKZ57Y3/ref=sr_1_653?qid=1679134271&s=kitchen&sr=1-653,,,"₹39,000","₹53,000",2/20/2023
647,Belity Portable Mini Air Conditioner Desktop Air Cooler Humidifier USB Mini Fan with LED Light for Home or Office,appliances,Air Conditioners,https://m.media-amazon.com/images/I/61PXGW8QorS._AC_UL320_.jpg,https://www.amazon.in/Belity-Portable-Conditioner-Desktop-Humidifier/dp/B09C2DZTTZ/ref=sr_1_654?qid=1679134271&s=kitchen&sr=1-654,1,1,"₹4,886","₹8,898",2/21/2023
648,Portable ni Air Conditioner Desktop Air Cooler Hu difier USB ni Fan with LED Light for Home or Office,appliances,Air Conditioners,https://m.media-amazon.com/images/I/61mCwjImNxL._AC_UL320_.jpg,https://www.amazon.in/Portable-Conditioner-Desktop-Cooler-difier/dp/B09B73B12W/ref=sr_1_652?qid=1679134272&s=kitchen&sr=1-652,,,"₹5,350","₹9,425",2/22/2023
649,"Solo, O General Split AC (1.5 Ton, 5 Star - Inverter) - ASGG18CGTA",appliances,Air Conditioners,https://m.media-amazon.com/images/I/21tLFDtdUfS._AC_UL320_.jpg,https://www.amazon.in/Solo-General-Split-1-5-Star/dp/B098LNKPYC/ref=sr_1_653?qid=1679134272&s=kitchen&sr=1-653,,,"₹64,210","₹70,530",2/23/2023
650,"Amstrad 1.5 Ton 3 Star Inverter Split AC (Copper, AM20PI3T, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51lL5fgtelS._AC_UL320_.jpg,https://www.amazon.in/Amstrad-Inverter-Split-Copper-AM20PI3/dp/B097ZKS3J1/ref=sr_1_654?qid=1679134272&s=kitchen&sr=1-654,3.6,4,,,2/24/2023
651,"Hitachi 1.5 ton Split Air Conditioner. Three Stars. Brand-Hitachi. Capacity-1.0 TR, Type-Split Ac, CompressorRotary Sound ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/115LpONs91S._AC_UL320_.jpg,https://www.amazon.in/Conditioner-Brand-Hitachi-Capacity-1-0-Type-Split-CompressorRotary/dp/B09417W6VF/ref=sr_1_655?qid=1679134272&s=kitchen&sr=1-655,1,1,,,2/25/2023
652,Daikin Copper 1.5 Ton 3 Star Ftl50tv16v2 White Split Ac with Kit,appliances,Air Conditioners,https://m.media-amazon.com/images/I/31QCa5qqOvL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Copper-Ftl50tv16v2-White-Split/dp/B092J2XMYB/ref=sr_1_656?qid=1679134272&s=kitchen&sr=1-656,,,,,2/26/2023
653,"OVPPH Portable Air Conditioner, Personal Air Cooler Fan Mini Evaporative Cooler Desk Table Fan, Quiet Air Circulator Humid...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61nETmCygKL._AC_UL320_.jpg,https://www.amazon.in/OVPPH-Conditioner-Evaporative-Circulator-Humidifier/dp/B091CM9XJ1/ref=sr_1_657?qid=1679134272&s=kitchen&sr=1-657,,,,,2/27/2023
654,"Portable Evaporative Air Cooler with Humidifier, Personal Space USB Mini Desk Fan with 3 Speeds Strong Wind, 3-Spray Mode...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61gG256hk2S._AC_UL320_.jpg,https://www.amazon.in/Portable-Evaporative-Humidifier-Personal-Adjustment/dp/B08ZRWR3Q4/ref=sr_1_658?qid=1679134272&s=kitchen&sr=1-658,3.5,55,"₹5,998","₹7,999",2/28/2023
655,"Lloyd 1Ton 3 Star Heavy Duty Split AC (Copper, 2020 Model, LS12B32WCHD, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51D2nYYwDfL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Star-Split-LS12B32WCHD-White/dp/B08ZKWR38D/ref=sr_1_659?qid=1679134272&s=kitchen&sr=1-659,,,,,3/1/2023
656,Lloyd AC 3* inverter 1 Tone GLS12I32WSEL (2),appliances,Air Conditioners,https://m.media-amazon.com/images/I/51VXifZPCBL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-AC-inverter-Tone-GLS12I32WSEL/dp/B08R5DWJDP/ref=sr_1_660?qid=1679134272&s=kitchen&sr=1-660,,,,"₹61,000",3/2/2023
657,"Whirlpool 1.5 Ton 3 Star Inverter Split AC (3D Cool Elite Pro, Copper Condenser, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31PjGXeBvDL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-3D-Cool-Elite-Pro/dp/B08NBCKCK1/ref=sr_1_661?qid=1679134272&s=kitchen&sr=1-661,5,2,,,3/3/2023
658,"Daikin 1.5 ton 3 Star Inverter Series Split AC (FTKL50TV16V, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/21VavlXHDJL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Star-Inverter-Split-FTKL50TV16V/dp/B08KS8K86S/ref=sr_1_662?qid=1679134272&s=kitchen&sr=1-662,,,"₹43,000","₹45,000",3/4/2023
659,"Daikin 1.5 Ton 4 Star Inverter Split System AC (White, FTKP50TV16U)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/21VfDmutW1L._AC_UL320_.jpg,https://www.amazon.in/Daikin-Star-Inverter-Split-FTKP50TV16U/dp/B08KS8G44Q/ref=sr_1_663?qid=1679134272&s=kitchen&sr=1-663,,,"₹39,000","₹48,990",3/5/2023
660,"Daikin 1.5Ton 3 Star Inverter Series Split AC (GTKL50TV16VF, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31HSOQ71itL._AC_UL320_.jpg,https://www.amazon.in/Daikin-1-5Ton-Inverter-Split-GTKL50TV16VF/dp/B08KS87Y4K/ref=sr_1_667?qid=1679134272&s=kitchen&sr=1-667,,,,,3/6/2023
661,"LG 1.5 Ton 4 Star Inverter Split AC (Copper, LS-Q18SNYA, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/412Yfs3uu0L._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Split-Copper-LS-Q18SNYA/dp/B08JFDP888/ref=sr_1_668?qid=1679134272&s=kitchen&sr=1-668,,,"₹40,800","₹55,000",3/7/2023
662,"Qinmay Bladeless air-conditioning fan, portable USB charging, desktop three-in-one night light summer fan humidifier coole...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41kJ48PPj-L._AC_UL320_.jpg,https://www.amazon.in/Qinmay-Bladeless-air-conditioning-portable-humidifier/dp/B08BHPD4D2/ref=sr_1_669?qid=1679134272&s=kitchen&sr=1-669,1.8,17,,"₹5,491",3/8/2023
663,"Ximoon Mini Air Cooler Humidifier Leakproof & Freon-Free with 3 Fan Speed,USB Charging Purifier with 7-Color LED, Suitable...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/613IR1fk1+L._AC_UL320_.jpg,https://www.amazon.in/Ximoon-Humidifier-Leakproof-Freon-Free-Charging/dp/B088H5ZF53/ref=sr_1_670?qid=1679134272&s=kitchen&sr=1-670,4,5,,"₹6,182",3/9/2023
664,White Westing House 1 Ton Inverter 3 Star Split AC - White (WWH123INA),appliances,Air Conditioners,https://m.media-amazon.com/images/I/61qLu9maisL._AC_UL320_.jpg,https://www.amazon.in/White-Westing-House-Inverter-Split/dp/B0871N76F2/ref=sr_1_671?qid=1679134272&s=kitchen&sr=1-671,,,,,3/10/2023
665,White Westing House 1.5 Ton Inverter 3 Star Split AC - White (WWH183INA),appliances,Air Conditioners,https://m.media-amazon.com/images/I/61qLu9maisL._AC_UL320_.jpg,https://www.amazon.in/White-Westing-House-Inverter-Split/dp/B0871N61JF/ref=sr_1_672?qid=1679134272&s=kitchen&sr=1-672,,,,,3/11/2023
666,"Blue Star 2.0 Ton 3 Star Inverter Cassette SAC (Cool Only) ID324MATUR1 AC (Copper, Multiple)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41slFsUdXQL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Inverter-Cassette-ID324MATUR1/dp/B0859ZJMGF/ref=sr_1_673?qid=1679134272&s=kitchen&sr=1-673,,,"₹87,800","₹1,09,800",3/12/2023
667,"Blue Star 3.0 Ton Verticool SAC VCA36GAMUS3 AC (Copper, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41yW5kVnyQL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Verticool-VCA36GAMUS3-Copper/dp/B0859Z5291/ref=sr_1_674?qid=1679134272&s=kitchen&sr=1-674,,,,,3/13/2023
668,"Blue Star 4.0 Ton Verticool SAC VCA48GAMUS3 AC (Copper, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31C-YSOU2kL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Verticool-VCA48GAMUS3-Copper/dp/B0859Z27LC/ref=sr_1_675?qid=1679134272&s=kitchen&sr=1-675,,,,,3/14/2023
669,Mitsubishi SRK24CW-S6 TON : 1.95 Heavy Split Fix Speed Copper 3 Star AC,appliances,Air Conditioners,https://m.media-amazon.com/images/I/41qN59ks4rL._AC_UL320_.jpg,https://www.amazon.in/Mitsubishi-SRK24CW-S6-TON-Heavy-Copper/dp/B0857GTRY7/ref=sr_1_676?qid=1679134272&s=kitchen&sr=1-676,,,"₹67,900","₹68,500",3/15/2023
670,"Whirlpool 1 Ton 3 Star Inverter Split AC (Copper, 1.0T SUPREMECOOL PRO 3S COPR INV, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51kVzZDlsOL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-1-0T-SUPREMECOOL-PRO-COPR/dp/B084MM19QB/ref=sr_1_677?qid=1679134272&s=kitchen&sr=1-677,3,3,"₹31,490","₹53,950",3/16/2023
671,Samsung 1.5 Ton 3 Star Inverter Split AC (Copper AR18TV3HFTZ White Paradise Bloom),appliances,Air Conditioners,https://m.media-amazon.com/images/I/71i-x-lFgjL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Copper-AR18TV3HFTZ-Paradise/dp/B084LGM4MS/ref=sr_1_678?qid=1679134272&s=kitchen&sr=1-678,3.3,4,,,3/17/2023
672,Cellcronic Solar Air condition 1.5 Ton Split (White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/31no-aUR+EL._AC_UL320_.jpg,https://www.amazon.in/Cellcronic-Solar-Air-condition-Split/dp/B0847LWVX8/ref=sr_1_676?qid=1679134273&s=kitchen&sr=1-676,,,,"₹51,999",3/18/2023
673,"Evapolar EvaLIGHT Plus EV-1500 Personal Evaporative Air Cooler and Humidifier/Portable Air Conditioner, Black",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61chBF1Tx0L._AC_UL320_.jpg,https://www.amazon.in/Evapolar-EvaLIGHT-Evaporative-Humidifier-Conditioner/dp/B081LPQJ5Q/ref=sr_1_677?qid=1679134273&s=kitchen&sr=1-677,3.5,774,"₹28,674","₹36,674",3/19/2023
674,OGENERAL Inverter Split AC (ASGG24CGTA),appliances,Air Conditioners,https://m.media-amazon.com/images/I/21WXORJgXxL._AC_UL320_.jpg,https://www.amazon.in/OGENERAL-Inverter-Mounted-Conditioners-ASGG24CGTA/dp/B07TZXFKLS/ref=sr_1_678?qid=1679134273&s=kitchen&sr=1-678,5,1,"₹82,260","₹85,260",3/20/2023
675,"ZAAHN Ultra Chill Personal Cooler and Humidifier | Compact and Portable | No Filter Needed, Easy to Maintain | Quiet 4 Spe...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/615tF0RduML._AC_UL320_.jpg,https://www.amazon.in/ZAAHN-Personal-Humidifier-Portable-Maintain/dp/B07SHBPGN2/ref=sr_1_679?qid=1679134273&s=kitchen&sr=1-679,3.3,47,"₹7,008","₹10,019",3/21/2023
676,"Toshiba 1.5 Ton 3 Star Split AC - White (RAS-18J2KG-IN/RAS-18J2AG-IN, Copper Condenser)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/113hDSCfHjL._AC_UL320_.jpg,https://www.amazon.in/Toshiba-RAS-18J2KG-1-5-Star-Split/dp/B07RSWMGTS/ref=sr_1_680?qid=1679134273&s=kitchen&sr=1-680,5,1,"₹35,899","₹41,999",3/22/2023
677,Oneiric 1.5 Ton 3 Star inverter Split AC,appliances,Air Conditioners,https://m.media-amazon.com/images/I/51MG9srm6tL._AC_UL320_.jpg,https://www.amazon.in/Oneiric-Star-Split-Conditioner-White/dp/B07PS8WT7Z/ref=sr_1_681?qid=1679134273&s=kitchen&sr=1-681,,,,,3/23/2023
678,Oneiric 1 Ton 5 Star Inverter Split Air Conditioner (White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/51EwsrGAbEL._AC_UL320_.jpg,https://www.amazon.in/Oneiric-Star-Split-Conditioner-White/dp/B07PNYYKW7/ref=sr_1_682?qid=1679134273&s=kitchen&sr=1-682,,,,,3/24/2023
679,Oneiric 1.5 Ton 3 Star Split System Inverter Air Conditioner (White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/51AfyO-KIZL._AC_UL320_.jpg,https://www.amazon.in/Oneiric-Split-Conditioner-White-Warranty/dp/B07PN1J596/ref=sr_1_683?qid=1679134273&s=kitchen&sr=1-683,5,1,,,3/25/2023
680,Oneiric 2 Ton 3 Star Split Air Conditioner (White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/51AfyO-KIZL._AC_UL320_.jpg,https://www.amazon.in/Oneiric-Star-Split-Conditioner-White/dp/B07PN1HJ88/ref=sr_1_684?qid=1679134273&s=kitchen&sr=1-684,,,,,3/26/2023
681,"O-General 2 Ton 2 Star Split AC (ASGA24FUTC, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/11xnszLt6mL._AC_UL320_.jpg,https://www.amazon.in/General-Star-Split-ASGA24FUTC-White/dp/B07PMZF53Q/ref=sr_1_685?qid=1679134273&s=kitchen&sr=1-685,1,1,"₹71,990","₹77,900",3/27/2023
